seed,mode,epoch,val_acc,gate,pipe
300,fen_subtractive,8,92.38991412388087,0.05142054300416599,10.414514541625977
300,fen_subtractive,9,90.45313356477251,0.04631930284879424,10.46853139183738
300,fen_subtractive,10,92.6959619952494,0.042155960066752,10.524846510453658
300,fen_subtractive,11,92.8467019915951,0.03811771117828109,10.510231538252397
300,fen_subtractive,12,92.6731226018637,0.04344759627499364,10.585609739476984
300,fen_subtractive,13,93.46793349168647,0.038166087459434166,10.598783189600164
300,fen_subtractive,14,93.27608258724648,0.03671535493975336,10.624492298473012
300,fen_subtractive,15,93.76941348437785,0.034380119971253655,10.676160769029098
300,fen_rotational,1,90.91448931116389,0.3622285710139708,6.882556395097212
300,fen_rotational,2,92.5452219989037,0.2977971949360587,8.234730113636363
300,fen_rotational,3,94.09373287045496,0.25401890074664896,8.80295939878984
300,fen_rotational,4,94.95249406175772,0.22187154740095139,9.181654539975254
300,fen_rotational,5,95.06212315000914,0.21372182193127545,9.418525262312455
300,fen_rotational,6,95.71989767951763,0.20197782733223654,9.633166096427225
300,fen_rotational,7,95.8249588890919,0.1849278204820373,9.723802436481822
300,fen_rotational,8,96.13100676046045,0.18069423667409204,9.763946836644953
300,fen_rotational,9,96.20866069797187,0.17185896635055542,9.87749264457009
300,fen_rotational,10,96.37767220902613,0.16609733958135953,9.911336942152543
300,fen_rotational,11,96.54211584140326,0.16106240180405704,9.98165139285001
300,fen_rotational,12,96.79334916864607,0.1597004925662821,10.012505964799361
300,fen_rotational,13,96.8161885620318,0.1550600521943786,10.046973531896418
300,fen_rotational,14,96.52841220537182,0.1518857106566429,10.03538990020752
300,fen_rotational,15,96.61063402156039,0.15045626055110584,10.05432904850353
300,lstm,1,82.76082587246482,0.0,3.50739003311504
300,lstm,2,82.82934405262196,0.0,3.234459801153703
300,lstm,3,82.79736890188197,0.0,3.2812535654414785
300,lstm,4,82.67403617759912,0.0,3.2373168251731177
300,lstm,5,82.82934405262196,0.0,3.0336257110942495
300,lstm,6,82.88872647542482,0.0,3.0724745013497095
300,lstm,7,82.81107253791339,0.0,4.057828242128545
300,lstm,8,86.25525306047871,0.0,3.9410810578953135
300,lstm,9,88.73104330348986,0.0,4.199451121416959
300,lstm,10,90.83226749497534,0.0,4.27628907290372
300,lstm,11,92.32596382240088,0.0,4.314465175975453
300,lstm,12,93.21213228576649,0.0,4.274755933068016
300,lstm,13,93.28065046592361,0.0,4.302082365209406
300,lstm,14,93.52274803581217,0.0,4.35851881720803
300,lstm,15,94.37237346976065,0.0,4.335602521896362
400,fen_subtractive,1,82.11218710031062,0.20888833362947812,8.092338215221059
400,fen_subtractive,2,86.04513064133018,0.1265356516973539,9.350038831884211
400,fen_subtractive,3,87.58907363420427,0.10086908970366824,9.80104450746016
400,fen_subtractive,4,84.75242097569888,0.09025886417789893,10.02883039821278
400,fen_subtractive,5,91.1839941531153,0.07065397975119678,10.174863771958785
400,fen_subtractive,6,90.72263840672392,0.06296620196239515,10.240605571053244
400,fen_subtractive,7,93.00200986661794,0.056731033054265106,10.38900917226618
400,fen_subtractive,8,92.18892746208661,0.0636510376564481,10.384152282368053
400,fen_subtractive,9,92.91978805042939,0.0498079965737733,10.50986350666393
400,fen_subtractive,10,94.08916499177782,0.04789387553252957,10.522763035514139
400,fen_subtractive,11,94.81545770144345,0.044793161817572334,10.507148612629283
400,fen_subtractive,12,94.9387904257263,0.044928408143195236,10.517534646120938
400,fen_subtractive,13,94.65101406906633,0.0461854755201123,10.581376335837625
400,fen_subtractive,14,94.5733601315549,0.043179494752125305,10.520116415890781
400,fen_subtractive,15,94.52311346610635,0.05038397589867765,10.225561098618941
400,fen_rotational,1,91.7458432304038,0.2992104562846097,7.800809426741167
400,fen_rotational,2,93.69175954686644,0.24153762310743332,8.727404854514383
400,fen_rotational,3,94.75150739996346,0.21670733324506067,9.136208750984885
400,fen_rotational,4,95.07125890736341,0.19832611896774985,9.41767168045044
400,fen_rotational,5,95.45039283756623,0.18145313452590595,9.611230850219727
400,fen_rotational,6,95.93458797734333,0.16930881616744128,9.719966801730068
400,fen_rotational,7,95.95742737072904,0.16555494476448407,9.818921826102518
400,fen_rotational,8,96.22693221268042,0.1581705632534894,9.878099744970148
400,fen_rotational,9,95.6513794993605,0.15217319943688132,9.98683430931785
400,fen_rotational,10,96.27717887812899,0.14888093349608508,10.016620722683994
400,fen_rotational,11,96.66088068700896,0.14636085656556216,10.0340914292769
400,fen_rotational,12,96.61063402156039,0.14397421750155362,10.051597898656672
400,fen_rotational,13,96.33656130093185,0.1421458680521358,10.059573390267111
400,fen_rotational,14,96.19038918326329,0.14423355731097134,10.089886448600076
400,fen_rotational,15,96.52841220537182,0.14233934540640225,10.094035798853094
400,lstm,1,82.76082587246482,0.0,4.612755146893588
400,lstm,2,82.76082587246482,0.0,4.558636166832664
400,lstm,3,82.76082587246482,0.0,4.731958931142634
400,lstm,4,82.81564041659053,0.0,4.614973696795377
400,lstm,5,82.75169011511055,0.0,4.361391197551381
400,lstm,6,82.83847980997625,0.0,4.14499568939209
400,lstm,7,82.77452950849626,0.0,4.284110047600486
400,lstm,8,83.50539009683902,0.0,4.199534936384722
400,lstm,9,86.35574639137585,0.0,4.6230879046700215
400,lstm,10,89.8364699433583,0.0,4.545806321230802
400,lstm,11,91.5402886899324,0.0,4.5607238899577744
400,lstm,12,92.77361593276082,0.0,4.450470339168202
400,lstm,13,93.07966380412937,0.0,4.504263097589666
400,lstm,14,93.28978622327791,0.0,4.469715877012773
400,lstm,15,94.25817650283209,0.0,4.435725645585493


