seed,mode,depth,epoch,val_loss,val_acc
100,resnet_baseline,12,34,2.1215022921562197,64.94
100,resnet_baseline,12,35,2.1206959009170534,65.03
100,resnet_baseline,12,36,2.034697085618973,66.02
100,resnet_baseline,12,37,1.982486355304718,66.92
100,resnet_baseline,12,38,1.9624321103096007,67.57
100,resnet_baseline,12,39,1.9592068374156952,67.4
100,resnet_baseline,12,40,1.9360475182533263,68.33
100,resnet_baseline,12,41,1.9090831577777863,68.67999999999999
100,resnet_baseline,12,42,1.914675521850586,68.85
100,resnet_baseline,12,43,1.8936722040176392,69.57
100,resnet_baseline,12,44,1.8753350496292114,69.67999999999999
100,resnet_baseline,12,45,1.877423769235611,69.52000000000001
100,resnet_baseline,12,46,1.8742478251457215,69.89
100,resnet_baseline,12,47,1.8642663359642029,69.89999999999999
100,resnet_baseline,12,48,1.8623180150985719,70.02000000000001
100,resnet_baseline,12,49,1.8623188376426696,70.06
100,resnet_baseline,12,50,1.8630283713340758,70.09
100,fen_spatial,12,1,3.964207112789154,11.76
100,fen_spatial,12,2,3.4188403844833375,23.93
100,fen_spatial,12,3,2.9425407528877257,35.25
100,fen_spatial,12,4,2.6417616844177245,44.04
100,fen_spatial,12,5,2.4244353771209717,50.2
100,fen_spatial,12,6,2.35091347694397,53.36
100,fen_spatial,12,7,2.159877049922943,58.03
100,fen_spatial,12,8,2.1393396258354187,58.91
100,fen_spatial,12,9,2.0936528623104094,60.69
100,fen_spatial,12,10,1.9960253536701202,63.580000000000005
100,fen_spatial,12,11,2.016472816467285,62.81
100,fen_spatial,12,12,1.9373177230358123,66.34
100,fen_spatial,12,13,1.95874382853508,65.93
100,fen_spatial,12,14,1.9546655774116517,65.88000000000001
100,fen_spatial,12,15,1.861045891046524,68.34
100,fen_spatial,12,16,1.9063482344150544,68.08
100,fen_spatial,12,17,1.898894065618515,68.04
100,fen_spatial,12,18,1.8907701969146729,67.82000000000001
100,fen_spatial,12,19,1.8986331343650817,68.19
100,fen_spatial,12,20,1.8696527123451232,68.5
100,fen_spatial,12,21,1.877771544456482,68.82000000000001
100,fen_spatial,12,22,1.862553596496582,69.76
100,fen_spatial,12,23,1.8623611211776734,69.63000000000001
100,fen_spatial,12,24,1.8382140338420867,70.16
100,fen_spatial,12,25,1.842912358045578,70.16
100,fen_spatial,12,26,1.8517217874526977,70.28
100,fen_spatial,12,27,1.82417830824852,70.61
100,fen_spatial,12,28,1.8225773215293883,70.94
100,fen_spatial,12,29,1.8015056312084199,71.46000000000001
100,fen_spatial,12,30,1.8131165206432343,71.05
100,fen_spatial,12,31,1.8183496356010438,71.09
100,fen_spatial,12,32,1.811788523197174,71.21
100,fen_spatial,12,33,1.8038315773010254,71.63000000000001
100,fen_spatial,12,34,1.7963379442691803,71.69
100,fen_spatial,12,35,1.7981940627098083,71.73
100,fen_spatial,12,36,1.798103964328766,71.69
100,fen_spatial,12,37,1.7951820075511933,71.88
100,fen_spatial,12,38,1.7993250370025635,71.92
100,fen_spatial,12,39,1.795761227607727,71.88
100,fen_spatial,12,40,1.7953137934207917,71.81
100,fen_spatial,12,41,1.7981954336166381,71.67
100,fen_spatial,12,42,1.795348459482193,71.8
100,fen_spatial,12,43,1.795267504453659,72.02
100,fen_spatial,12,44,1.7975069224834441,71.85000000000001
100,fen_spatial,12,45,1.796872466802597,72.07000000000001
100,fen_spatial,12,46,1.7958983659744263,72.13000000000001
100,fen_spatial,12,47,1.7960283279418945,72.07000000000001
100,fen_spatial,12,48,1.795126885175705,72.11999999999999
100,fen_spatial,12,49,1.7960039675235748,72.09
100,fen_spatial,12,50,1.7974612176418305,71.97
100,fen_global,12,1,3.985601079463959,12.07
100,fen_global,12,2,3.413784456253052,23.31
100,fen_global,12,3,3.0754937529563904,33.07
100,fen_global,12,4,2.6548195004463198,44.22
100,fen_global,12,5,2.46572105884552,50.01
100,fen_global,12,6,2.3646738290786744,52.800000000000004
100,fen_global,12,7,2.2569403409957887,55.84
100,fen_global,12,8,2.1681787729263307,58.56
100,fen_global,12,9,2.1096131920814516,60.050000000000004
100,fen_global,12,10,2.096065437793732,60.78
100,fen_global,12,11,2.0178529918193817,63.29
100,fen_global,12,12,1.9860206246376038,64.42
100,fen_global,12,13,2.0231505036354065,64.22
100,fen_global,12,14,1.9808674097061156,64.9
100,fen_global,12,15,2.0276688396930695,64.07000000000001
100,fen_global,12,16,1.9671558678150176,66.39
100,fen_global,12,17,1.9515431880950929,66.71000000000001
100,fen_global,12,18,1.9405462622642518,67.04
100,fen_global,12,19,1.9072817087173461,68.04
100,fen_global,12,20,1.90798277258873,68.36
100,fen_global,12,21,1.9084993302822113,68.10000000000001
100,fen_global,12,22,1.9106955111026764,68.88
100,fen_global,12,23,1.923309475183487,68.32000000000001
100,fen_global,12,24,1.9021845936775208,69.07
100,fen_global,12,25,1.8758939623832702,69.24
100,fen_global,12,26,1.861523050069809,69.48
100,fen_global,12,27,1.861006635427475,69.51
100,fen_global,12,28,1.8567867159843445,70.13000000000001
100,fen_global,12,29,1.852067768573761,69.96
100,fen_global,12,30,1.8370935261249541,70.08
100,fen_global,12,31,1.840281617641449,70.49
100,fen_global,12,32,1.842603212594986,70.55
100,fen_global,12,33,1.8344185113906861,70.57
100,fen_global,12,34,1.8354021966457368,70.59
100,fen_global,12,35,1.8346506834030152,70.89999999999999
100,fen_global,12,36,1.8326751232147216,70.74000000000001
100,fen_global,12,37,1.8382359206676484,70.94
100,fen_global,12,38,1.8311160922050476,70.95
100,fen_global,12,39,1.8307263135910035,71.14
100,fen_global,12,40,1.8359777987003327,70.95
100,fen_global,12,41,1.83670654296875,70.92
100,fen_global,12,42,1.834040880203247,71.04
100,fen_global,12,43,1.836700254678726,70.91
100,fen_global,12,44,1.837193888425827,71.22
100,fen_global,12,45,1.8377768516540527,71.08
100,fen_global,12,46,1.835652047395706,71.16
100,fen_global,12,47,1.839110791683197,71.03
100,fen_global,12,48,1.8398503720760346,70.89999999999999
100,fen_global,12,49,1.8380629897117615,71.17
100,fen_global,12,50,1.8389099895954133,71.05
